Key,Value,Element,Group,Description,Count
sport,motocross,node way area,,Motorcycle racing on unpaved surfaces.,28 180 380 0
sport,motor,node way area,,"Motorsport: a sport with motorised vehicles, e.g. auto racing",63 378 332 0
sport,multi,node way area,,"Property added to otherwise marked sports facility to indicate as suitable for more than one sport, without listing them",1014 10 17508 0
sport,netball,node area relation,,A hand ball competition between two teams on a rectangular court.,0 0 4 0
sport,obstacle_course,way area,,A series of challenging physical obstacles an individual or team must navigate usually while being timed.,1 2 2 0
sport,orienteering,node area,,Orienteering,1 0 0 0
sport,paddle_tennis,node area,,Paddle tennis is a racquet sport adapted from tennis and played for over a century.,0 0 4 0
sport,padel,node area,,"A racket sport played in pairs. It consists of bouncing the ball in the opponent's court, with the possibility of bouncing it off the walls.",1 0 3 0
sport,parachuting,node way area,,Parachuting / Skydiving,8 0 7 0
sport,parkour,node area relation,,Parkour is a training discipline using movement that developed from military obstacle course training.,3 0 19 0
sport,pedal_car_racing,node way area,,Pedal Car Racing,0 0 0 0
sport,pelota,node area,,"Pelota, a variety of court sports played with a ball using one's hand, a racket, a wooden bat (pala), or a basket propulsor (txistera), against a wall or with two teams.",1 0 24 0
sport,pesäpallo,node area,,"Pesäpallo, sometimes known as Finnish baseball, is a fast-moving bat-and-ball sport where the offense tries to score by hitting the ball successfully and running through the bases, while the defense tries to put the batter and runners out.",0 0 0 0
sport,pickleball,node area,,"Pickleball, a tennis-like game played with a slower ball on a smaller court.",0 0 0 0
sport,pilates,node area,,Pilates is a physical fitness system developed in the early 20th century by Joseph Pilates.,13 0 1 0
sport,pole_dance,node area,,Pole dance as kind of sport,6 0 0 0
sport,racquet,node area,,Racquetball is a racquet sport played with a hollow rubber ball,6 0 9 0
sport,rc_car,node area,,Radio controlled cars,11 52 126 0
sport,roller_skating,node way area,,The traveling on surfaces with roller skates.,7 13 85 0
sport,rowing,node area,,Additional tag added on object to mark them as used for sport of rowing,110 6 232 0
sport,rugby_league,node area,,Rugby league football,0 0 7 0
sport,rugby_union,node area,,Rugby union football,1 0 40 0
sport,running,node way area,,Features dedicated to the sport of running,39 394 2251 0
sport,sailing,node area,,Sailing: the sport of using wind to power sails which propel a boat,82 0 117 0
sport,scuba_diving,node way area relation,,To mark a physical object as for scuba diving,405 3 88 0
sport,shooting,node area,,Identifies given object as used for practicing shooting sports,1126 3 3429 0
sport,shot-put,node area,,Shot-put is a sport involving throwing a heavy spherical object as far as possible.,0 0 36 0
sport,skateboard,node area,,An area designated and equipped for skateboarding,426 11 2202 0
sport,ski_jumping,node way area relation,,Ski jumping is a winter sport in which competitors aim to achieve the longest jump after descending from a specially designed ramp on their skis.,5 28 150 0
sport,skiing,node area relation,,Identifies given object as used for practicing skiing,74 204 190 0
sport,snooker,node area,,Snooker is a cue sport that is played on a rectangular table covered with a green cloth with pockets at each of the four corners and in the middle of each long side.,4 0 0 0
sport,soccer,node area,,"Association football, more commonly known as football or soccer",1458 0 52967 0
sport,speedway,node area,,"Motorcycle speedway, usually referred to as speedway, is a motorcycle sport involving four and sometimes up to six riders competing over four anti-clockwise laps of an oval circuit.",0 1 4 0
sport,squash,node area,,"Squash is a racket and ball sport played by two or four players in a four-walled court with a small, hollow rubber ball.",12 0 38 0
sport,sumo,node area,,A traditional martial arts sport of Japan.,0 0 0 0
sport,surfing,node area,,Indicates that a sport facility is for surfing.,25 1 20 0
sport,swimming,node area,,A place where people do swimming,1660 9 7678 0
sport,table_tennis,node area,,A bat and ball game played over a table.,5987 0 2132 0
sport,table_soccer,node area relation,,"Table Soccer or Table Football, also known as Foosball, Fussball, Kicker, or Tecball, is a table-top game and sport based off association football (soccer).",78 0 11 0
sport,taekwondo,node area,,Taekwondo,53 0 12 0
sport,tennis,node area,,A competition where two or four players use a ball and rackets over a net.,579 1 35248 0
sport,toboggan,way,,Public toboggan run,11 132 30 21
sport,ultimate,node area,,"Ultimate, also known as ultimate frisbee, is a team sport played with a flying disc (frisbee).",0 0 0 0
sport,volleyball,node area,,Volleyball,74 0 1324 0
sport,wakeboarding,node area,,"Wakeboarding is a water sport in which the rider, standing on a wakeboard, is towed behind a motorboat in order to perform aerial maneuvers.",0 5 1 0
sport,water_polo,node area,,A competitive ball sport played in a pool between two teams.,1 0 0 0
sport,water_ski,node area,,Water skiing,22 40 58 0
sport,weightlifting,node area,,Weightlifting,5 0 3 0
sport,wrestling,node area,,Wrestling,6 0 9 0
sport,yoga,node area,,Yoga as exercise,431 0 20 0
sport,zurkhaneh_sport,node area,,A traditional system of athletics.,0 0 0 0
telecom,exchange,node area,,A place to connect landlines subscribers to telecommunication service equipments,0 0 0 0
telecom,connection_point,node area,,Last point of telecom local loops allowing direct connections towards a few households and subscribers,0 0 0 0
telecom,distribution_point,node,,"Equipment, often small boxes, allowing to directly connect up to 15 individuals or households to a single upstream local loop cable towards telecom exchanges",0 0 0 0
telecom,service_device,node area,,"Active equipment which deliver service to connected customers. It can be for instance a DSLAM, a telephone switch, or more recently an OLT for optical networks. It excludes amplifiers or repeaters installed along local loops or long distance lines.",0 0 0 0
telecom,data_center,area,,A building used to house computers and network equipment.,0 0 0 0
tourism,alpine_hut,node area,,A remote building located in the mountains intended to provide board and lodging.,258 0 265 0
tourism,apartment,node area,,A furnished apartment or flat with cooking and bathroom facilities that can be rented for holiday vacations.,5079 0 3063 0
tourism,aquarium,node area,,A facility with living aquatic animals for public viewing.,13 0 20 0
tourism,artwork,node way area,,A public piece of art.,22944 228 824 1
tourism,attraction,node area,tourist_attraction,"An object of interest for a tourist, or a purpose-built tourist attraction",12878 606 7313 51
tourism,camp_pitch,node area,,A tent or caravan pitch location within a campsite or caravan site,282 0 1378 0
tourism,camp_site,node area,leisure_restrictive,"An area where people can camp overnight using tents, camper vans or caravans.",801 1 3546 0
tourism,caravan_site,node area,leisure_restrictive,A place where you can stay in a caravan overnight or for longer periods.,1038 0 1710 0
tourism,chalet,node area,,A holiday cottage with self-contained cooking and bathroom facilities.,2278 2 6713 0
tourism,gallery,node area,tourist_attraction,An area or building that displays a variety of visual art exhibitions.,957 0 165 0
tourism,guest_house,node area,,"Accommodation smaller than a hotel and typically owner-operated, such as bed&breakfasts etc.",8129 0 4500 0
tourism,hostel,node area,,Cheap accommodation with shared bedrooms.,1045 0 1129 0
tourism,hotel,node area,,Hotel - an establishment that provides paid lodging,13772 0 10569 0
tourism,information,node area,tourist_attraction,"Information for tourists and visitors, including information offices",223923 21 804 0
tourism,motel,node area,,"Short term accommodation, particularly for people travelling by car.",159 0 106 0
tourism,museum,node area,tourist_attraction,"A museum: an institution with exhibitions on scientific, historical, cultural topics",4668 0 3665 0
tourism,picnic_site,node area,tourist_attraction,"A locality that is suitable for outdoors eating, with facilities to aid a picnic such as tables and benches",29635 2 1340 0
tourism,theme_park,node area,tourist_attraction,"An amusement park where entertainment is provided by rides, games, concessions.",179 0 327 0
tourism,viewpoint,node area,tourist_attraction,"A place worth visiting, often high, with a good view of surrounding countryside or notable buildings.",24653 9 1004 0
tourism,wilderness_hut,node area,tourist_attraction,"A remote building, with generally a fireplace, intended to provide temporary shelter and sleeping accommodation, typically un-serviced and with no staff.",74 0 103 0
tourism,zoo,node area,tourist_attraction,"A zoological garden, where animals are confined for viewing by the public.",204 2 944 0
water,river,area,water,The water covered area of a river,1 4 6682 0
water,oxbow,area,water,An oxbow lake,1 4 912 0
water,canal,area,water,The area covered by the water of a canal,0 8 1591 0
water,ditch,area,,The water covered area of a waterway=ditch - a simple artificial waterway serving as a barrier or for draining surrounding land.,0 22 595 0
water,lock,area,,"A device used for raising and lowering boats, ships and other watercraft between stretches of water of different levels on river and canal waterways",1 1 385 0
water,fish_pass,area,,Area of a fish pass for the fish to pass waterway dams or weirs. Should contain waterway=fish_pass way inside.,0 1 29 0
water,lake,area,water,A natural or semi-natural body of relatively still fresh or salt water which is surrounded by land,17 12 6491 0
water,reservoir,area,water,An artificial lake which may be used to store water.,16 6 6111 0
water,pond,area,water,"A small body of standing water, man-made in most cases",83 3 68806 0
water,basin,area,water,An area of land artificially graded to hold water.,16 0 4868 0
water,lagoon,area,water,A lagoon: a body of shallow sea water or brackish water separated from the sea by a barrier.,0 0 19 0
water,stream_pool,area,,"A stream pool: a small but relatively deep collection of fresh water, occurring along a narrow stream",0 0 3 0
water,reflecting_pool,area,,"A reflecting pool: a water feature found in gardens, squares, and at memorial sites, which consists of a shallow pool of water, undisturbed by fountain jets, for a calm reflective surface.",0 0 41 0
water,moat,area,,"A deep, wide defensive ditch, normally filled with water, dug to surround a fortified habitation.",0 4 100 0
water,wastewater,area,,A clarifier/settling basin of a wastewater treatment plant.,1 5 7464 0
waterway,river,way relation,water,"The linear flow of a river, in flow direction.",178 21426 16 458
waterway,riverbank,area,water,The water-covered area of a river,1 1 6889 0
waterway,stream,way relation,water,A naturally-forming waterway that is too narrow to be classed as a river.,12 553066 72 572
waterway,tidal_channel,way,,"A natural intertidal waterway in mangroves, salt marshes and tidal flats with water flow in the direction of the tide",0 377 0 0
waterway,canal,way relation,water,"An artificial '''open flow''' waterway used to carry useful water for transportation, waterpower, or irrigation.",26 14282 90 37
waterway,drain,way relation,,"An artificial free flow waterway used for carrying superfluous water, usually lined with concrete.",7 127431 76 56
waterway,ditch,way relation,,"A small man-made drainage waterway, usually unlined.",9 448487 94 137
waterway,pressurised,way,,An artificial waterway where water flows in a closed space without air,0 84 0 0
waterway,fairway,way,,"A navigable route in a lake or sea, often marked by buoys or beacons.",0 148 1 0
waterway,dock,node area,,An enclosed area of water for ships and other craft within which the height of the water can be managed.,10 2 131 0
waterway,boatyard,node area,,"A place for constructing, repairing and storing vessels out of the water.",89 2 130 0
waterway,dam,node way area,,A barrier built across a river or stream to block and regulate the flow of the river.,62 1071 630 3
waterway,weir,node way,,A barrier built across a river to control water speed and depth. Designed to let water flow over the top all the time or at least in specific conditions.,8416 4004 289 1
waterway,waterfall,node,,A place where water flows over a vertical drop or a series of drops in the course of a stream or river.,1206 54 4 0
waterway,lock_gate,node way,,A gate of a lock,1391 540 16 0
waterway,soakhole,node,,The point at which a river or stream percolates into or through the soil,0 0 0 0
waterway,turning_point,node,,"A place to turn the driving direction for vessels, where the boats are longer than the river/canal is wide.",37 0 0 0
waterway,water_point,node,,A place to fill fresh water holding tanks of a boat.,25 0 2 0
waterway,fuel,node area,,A place to get fuel for boats,107 0 4 0
area,yes,area,,Means a feature that is normally linear is an area. You should not add this to features that are already defined as an area type.,81 452 99468 23
bridge,yes / aqueduct / viaduct / cantilever / movable / covered / ...,way,,"A bridge, use together with the tag layer=*. Value /yes/ is generic, or you can specialize.",0 0 0 0
charge,amount,node way area,,Used for specifying how much is charged for use/access to a facility. See toll=* or fee=*.,0 0 0 0
covered,yes,node way area,,"Used to denote that a node, way or area is covered by another entity (or in some cases the ground), when the use of layers is inappropriate, or additional clarification is needed.",24637 29007 8331 2294
crossing,no / traffic_signals / uncontrolled / island / unmarked,node,,Further refinement for nodes already tagged with highway=crossing or railway=crossing,0 0 0 0
crossing:island,yes / no,node way,,Specifies whether a pedestrian crossing has a refuge island,0 0 0 0
cutting,yes / left / right,way,,A cut in the land to carry a road or tram. Mostly in hilly landscape. See Cutting on Wikipedia,0 0 0 0
disused,yes,node way area,,"For features that are useful for navigation, yet are unused. See abandoned=* if infrastructure is removed.",6257 2816 4668 1260
drive_through,yes / no,node area,,"Used to indicate if a pharmacy, bank, atm, or fast_food, or post_box offers drive_thru service. drive_through=* is different than drive_in=*}",0 0 0 0
drive_in,yes / no,node area,,Used to indicate if a cinema is a drive-in cinema or a restaurant offers drive-in service. drive_in=* is different than drive_through=*,0 0 0 0
electrified,contact_line / rail,way,,Indicates infrastructure to supply vehicles with electricity on rail tracks,0 0 0 0
ele,Number,node area,,"Elevation (also known as altitude or height) above mean sea level in metre, based on geoid model EGM 96 which is used by WGS 84 (GPS). (see also Altitude)",0 0 0 0
embankment,yes,way,,"A raised bank to carry a road, railway, or canal across a low-lying or wet area. See Embankment on Wikipedia",37 28709 364 12981
end_date,Date,way,,Date feature was removed,0 0 0 0
est_width,Number,way,,A rough guess of the width of way in metres,0 0 0 0
fire_object:type,poo / szo,node way area,,Potentially dangerous and socially significant objects,0 0 0 0
fire_operator,Name,node way area,,"Fire station, which serves the object",0 0 0 0
fire_rank,1bis / 2 to 5,node way area,,"Rank fire, defined for a particular object",0 0 0 0
frequency,Number,node way area,,Frequency in Hz,0 0 0 0
inscription,User Defined,node way area,,"The full text of inscriptions, which can be found on buildings, memorials and other objects.",0 0 0 0
internet_access,yes / wired / wlan / terminal / no,node area,,"This tag is for indication that a map entity such as a building, a shop, restaurant, etc. offers internet access to the public, either as a paid service or even for free.",0 0 0 0
layer,-5 to 5,way,,0: ground (default)- -1..-5:under ground layer- 1..5 (not +1):above ground layer\\,0 0 0 0
leaf_cycle,evergreen / deciduous / semi_evergreen / semi_deciduous / mixed,node way area,,Describes the phenology of leaves,0 0 0 0
leaf_type,broadleaved / needleleaved / mixed / leafless,node way area,,Describes the type of leaves,0 0 0 0
location,underground / overground / underwater / roof / indoor,node way area,,Location,0 0 0 0
narrow,yes,way,,"Relative indication that a way (waterway, highway, cycleway) gets narrower.",0 0 0 0
nudism,yes / obligatory / no / customary / permissive,node area,,Indicates if the described object provides the possibility of nudism,0 0 0 0
opening_hours,24/7 *or* mo md hh:mm-hh:mm. (read described syntax),node way area,,opening_hours describes when something is open.,0 0 0 0
operator,User Defined,node way area,,The operator tag can be used to name a company or corporation who's responsible for a certain object or who operates it.,0 0 0 0
produce,User Defined,node area relation,,Describes a feature's agricultural output produced though a natural process of growing or breeding.,0 0 0 0
start_date,Date,node way area relation,,Date feature was created,0 0 0 0
service_times,see opening_hours,node area,,Times of service of a given feature e.g. church service,0 0 0 0
tactile_paving,yes /no,node way area,,Indicate if a specific place can be detected or followed with a blindman's stick.,0 0 0 0
tidal,yes,area,,Area is flooded by the tide,0 0 0 0
tunnel,yes,way,,"A tunnel, use together with a tag layer=*.",133 149763 2449 9731
toilets:wheelchair,yes / no,node area,,States if a location has a wheelchair accessible toilet or not.,0 0 0 0
wheelchair,yes / no / limited,node way area,,Indicates if a place is accessible using a wheelchair.,0 0 0 0
width,Number,way,,Width of way in metres,0 0 0 0
access,agricultural,way,access_agricultural,,
access,delivery,way,,,
access,designated,way,,,
access,destination,way,,,
access,forestry,way,access_forestry,,
access,no,way,access_no,,
access,official,way,,,
access,permissive,way,access_permissive,,
access,private,way,access_private,,
access,yes,way,access_yes,General access permission.,0 0 0 0
agricultural,yes / no,way,,"Access permission for agricultural vehicles, e.g. tractors.",0 0 0 0
atv,For values see /access/ above,way,,"Access restricted to wheeled vehicles 1.27m (50 inches) or less in width, for example Wikipedia-16px ATV",0 0 0 0
bdouble,For values see /access/ above,way area,,"Access permission for Wikipedia-16px Road Train B-double. A B-double (B-Train) consists of a prime mover towing a specialised trailer (known as a ""lead"" or ""A""-trailer) that has a fifth-wheel mounted on the rear towing another semi-trailer, resulting in two articulation points.",0 0 0 0
bicycle,For values see /access/ above + dismount,way,,"Access permission for bicycles. Usage of bicycle=dismount and bicycle=no will vary in different countries. If according to local traffic rules a bicycle is no longer seen as a bicycle when there's no one driving it, then there's no need for using bicycle=dismount. If the local legislation still sees an undriven bicycle as a bicycle then you may need to use both bicycle=dismount and bicycle=no.",0 0 0 0
bicycle,agricultural,way,,,
bicycle,delivery,way,,,
bicycle,designated,way,,,
bicycle,destination,way,,,
bicycle,forestry,way,,,
bicycle,no,way,bicycle_no,,
bicycle,official,way,,,
bicycle,permissive,way,,,
bicycle,private,way,,,
bicycle,yes,way,bicycle_yes,,
boat,For values see /access/ above,way area,,"Access permission for small boats and pleasure crafts, including yachts",0 0 0 0
electric_bicycle,For values see /access/ above,way node area,,Access permission for electric bicycles (mostly defined as having a maximum speed of 25 km/h),0 0 0 0
emergency,yes,way,,"Access permission for emergency motor vehicles- e.g., ambulance, fire truck, police car",0 0 0 0
foot,For values see /access/ above,way,,Access permission for pedestrians.,0 0 0 0
foot,agricultural,way,,,
foot,delivery,way,,,
foot,designated,way,,,
foot,destination,way,,,
foot,forestry,way,,,
foot,no,way,foot_no,,
foot,official,way,,,
foot,permissive,way,foot_permissive,,
foot,private,way,foot_private,,
foot,yes,way,foot_yes,,
forestry,yes / no,way,,"Access permission for forestry vehicles, e.g. tractors.",0 0 0 0
golf_cart,For values see /access/ above,way,,"Access permission for golf carts and similar small, low-speed electric vehicles",0 0 0 0
goods,For values see /access/ above,way,,"Access permission for Wikipedia-16px light commercial vehicles (LCV) or goods vehicles of category N1 with a maximum allowed mass of up to 3.5 tonnes. In the USA, combined weight 26,000 lbs or less.",0 0 0 0
hazmat,For values see /access/ above,way,,Access permission for vehicles carrying hazardous materials.,0 0 0 0
hgv,For values see /access/ above,way,,"Access permission for Wikipedia-16px Heavy Goods Vehicles (HGV) (UK), e.g. for goods vehicles of category N2 and N3 (trucks, lorries) with a maximum allowed mass over 3.5 tonnes. In the USA, combined weight 26,001 lbs or greater.",0 0 0 0
horse,For values see /access/ above,way,,Access permission for horse riders.,0 0 0 0
inline_skates,yes / no,way node area,,Access permission for Wikipedia-16px Inline Skates,0 0 0 0
lhv,For values see /access/ above,way,,"Access permission for Wikipedia-16px Longer Heavier Vehicle (LHV), e.g. for vehicles with 6 axles and can carry up to 44 metric tons",0 0 0 0
mofa,For values see /access/ above,way,,Access permission for Wikipedia-16px mofas,0 0 0 0
moped,For values see /access/ above,way,,Access permission for Wikipedia-16px mopeds,0 0 0 0
motorboat,For values see /access/ above,way area,,Access permission boats and yachts using motor,0 0 0 0
motorcar,For values see /access/ above,way,,Access permission for (motor) cars,0 0 0 0
motorcycle,For values see /access/ above,way,,Access permission for motorcycles,0 0 0 0
motor_vehicle,For values see /access/ above,way,,Access permission for any motorized vehicle,0 0 0 0
psv,For values see /access/ above,way,,"Access permission for Public Service Vehicles (UK), e.g. buses and coaches",0 0 0 0
roadtrain,For values see /access/ above,way area,,"Access permission for Wikipedia-16px Road train, A road train consists of a relatively conventional tractor unit, but instead of pulling one trailer or semi-trailer, the road train pulls two or more of them.",0 0 0 0
ski,For values see /access/ above,way area,,Access permission for Wikipedia-16px skiers,0 0 0 0
speed_pedelec,For values see /access/ above,way node area,,Access permission for electric bicycles (mostly defined as having a maximum speed of 45 km/h),0 0 0 0
tank,For values see /access/ above,way area,,Access permission for (military) tanks,0 0 0 0
vehicle,For values see /access/ above,way,,Access permission for all vehicles,0 0 0 0
4wd_only,yes,way,,A road signed as only suitable for 4WD (offroad) vehicles,0 0 0 0
charge,Number,node,,Amount of toll or fee. See toll=* as well,0 0 0 0
maxaxleload,Weight,way,,The legal maximum axleload -- units other than tonnes should be explicit,0 0 0 0
maxheight,Height,way,,Height limit -- units other than metres should be explicit,0 0 0 0
maxlength,Length,way,,Length limit -- units other than metres should be explicit,0 0 0 0
maxspeed,Speed,way,,Maximum speed -- units other than km/h should be explicit,0 0 0 0
maxstay,Number,way,,"Maximum stay, in units given (hour/hours/day/days)",0 0 0 0
maxweight,Weight,way,,Weight limit -- units other than tonnes should be explicit,0 0 0 0
maxwidth,Width,way,,Width limit -- units other than metres should be explicit,0 0 0 0
minspeed,Speed,way,,Minimum speed -- units other than km/h should be explicit,0 0 0 0
noexit,yes,node way,,A dead end road/cul de sac with only one access road,0 0 0 0
oneway,yes / no / -1,way,,\\,0 0 0 0
toll,yes,node,,Toll or fee must be paid to access way. See also barrier=toll_booth,14 1176 12 227
traffic_sign,city_limit,node,,"Start/end sign of city limits, in most countries implies a specific ""city maxspeed"".",0 0 0 0
